time_of_flight,timestamp_sent,timestamp_received,sender_id,receiver_id,x_position,y_position
0.00013321003789042597,0.7319939418114051,0.7322569746435963,0,1,5.82886488918664,-1.8650324362711415
0.00013321003789042597,0.7319939418114051,0.7323793494016585,0,2,5.82886488918664,-1.8650324362711415
0.00013321003789042597,0.7319939418114051,0.7324514561552964,0,3,5.82886488918664,-1.8650324362711415
0.00013321003789042597,0.7319939418114051,0.7324586170210815,0,4,5.82886488918664,-1.8650324362711415
0.00013321003789042597,0.7319939418114051,0.7323995052390858,0,5,5.82886488918664,-1.8650324362711415
0.00013321003789042597,0.7319939418114051,0.7322857104767166,0,6,5.82886488918664,-1.8650324362711415
0.00013321003789042597,0.7319939418114051,0.7321499821581631,0,7,5.82886488918664,-1.8650324362711415
0.00026303283219117704,0.7319939418114051,0.7321271518492956,1,0,5.82886488918664,-1.8650324362711415
0.00026303283219117704,0.7319939418114051,0.7323793494016585,1,2,5.82886488918664,-1.8650324362711415
0.00026303283219117704,0.7319939418114051,0.7324514561552964,1,3,5.82886488918664,-1.8650324362711415
0.00026303283219117704,0.7319939418114051,0.7324586170210815,1,4,5.82886488918664,-1.8650324362711415
0.00026303283219117704,0.7319939418114051,0.7323995052390858,1,5,5.82886488918664,-1.8650324362711415
0.00026303283219117704,0.7319939418114051,0.7322857104767166,1,6,5.82886488918664,-1.8650324362711415
0.00026303283219117704,0.7319939418114051,0.7321499821581631,1,7,5.82886488918664,-1.8650324362711415
0.0003854075902534353,0.7319939418114051,0.7321271518492956,2,0,5.82886488918664,-1.8650324362711415
0.0003854075902534353,0.7319939418114051,0.7322569746435963,2,1,5.82886488918664,-1.8650324362711415
0.0003854075902534353,0.7319939418114051,0.7324514561552964,2,3,5.82886488918664,-1.8650324362711415
0.0003854075902534353,0.7319939418114051,0.7324586170210815,2,4,5.82886488918664,-1.8650324362711415
0.0003854075902534353,0.7319939418114051,0.7323995052390858,2,5,5.82886488918664,-1.8650324362711415
0.0003854075902534353,0.7319939418114051,0.7322857104767166,2,6,5.82886488918664,-1.8650324362711415
0.0003854075902534353,0.7319939418114051,0.7321499821581631,2,7,5.82886488918664,-1.8650324362711415
0.00045751434389128455,0.7319939418114051,0.7321271518492956,3,0,5.82886488918664,-1.8650324362711415
0.00045751434389128455,0.7319939418114051,0.7322569746435963,3,1,5.82886488918664,-1.8650324362711415
0.00045751434389128455,0.7319939418114051,0.7323793494016585,3,2,5.82886488918664,-1.8650324362711415
0.00045751434389128455,0.7319939418114051,0.7324586170210815,3,4,5.82886488918664,-1.8650324362711415
0.00045751434389128455,0.7319939418114051,0.7323995052390858,3,5,5.82886488918664,-1.8650324362711415
0.00045751434389128455,0.7319939418114051,0.7322857104767166,3,6,5.82886488918664,-1.8650324362711415
0.00045751434389128455,0.7319939418114051,0.7321499821581631,3,7,5.82886488918664,-1.8650324362711415
0.00046467520967646386,0.7319939418114051,0.7321271518492956,4,0,5.82886488918664,-1.8650324362711415
0.00046467520967646386,0.7319939418114051,0.7322569746435963,4,1,5.82886488918664,-1.8650324362711415
0.00046467520967646386,0.7319939418114051,0.7323793494016585,4,2,5.82886488918664,-1.8650324362711415
0.00046467520967646386,0.7319939418114051,0.7324514561552964,4,3,5.82886488918664,-1.8650324362711415
0.00046467520967646386,0.7319939418114051,0.7323995052390858,4,5,5.82886488918664,-1.8650324362711415
0.00046467520967646386,0.7319939418114051,0.7322857104767166,4,6,5.82886488918664,-1.8650324362711415
0.00046467520967646386,0.7319939418114051,0.7321499821581631,4,7,5.82886488918664,-1.8650324362711415
0.00040556342768070504,0.7319939418114051,0.7321271518492956,5,0,5.82886488918664,-1.8650324362711415
0.00040556342768070504,0.7319939418114051,0.7322569746435963,5,1,5.82886488918664,-1.8650324362711415
0.00040556342768070504,0.7319939418114051,0.7323793494016585,5,2,5.82886488918664,-1.8650324362711415
0.00040556342768070504,0.7319939418114051,0.7324514561552964,5,3,5.82886488918664,-1.8650324362711415
0.00040556342768070504,0.7319939418114051,0.7324586170210815,5,4,5.82886488918664,-1.8650324362711415
0.00040556342768070504,0.7319939418114051,0.7322857104767166,5,6,5.82886488918664,-1.8650324362711415
0.00040556342768070504,0.7319939418114051,0.7321499821581631,5,7,5.82886488918664,-1.8650324362711415
0.0002917686653115349,0.7319939418114051,0.7321271518492956,6,0,5.82886488918664,-1.8650324362711415
0.0002917686653115349,0.7319939418114051,0.7322569746435963,6,1,5.82886488918664,-1.8650324362711415
0.0002917686653115349,0.7319939418114051,0.7323793494016585,6,2,5.82886488918664,-1.8650324362711415
0.0002917686653115349,0.7319939418114051,0.7324514561552964,6,3,5.82886488918664,-1.8650324362711415
0.0002917686653115349,0.7319939418114051,0.7324586170210815,6,4,5.82886488918664,-1.8650324362711415
0.0002917686653115349,0.7319939418114051,0.7323995052390858,6,5,5.82886488918664,-1.8650324362711415
0.0002917686653115349,0.7319939418114051,0.7321499821581631,6,7,5.82886488918664,-1.8650324362711415
0.00015604034675801578,0.7319939418114051,0.7321271518492956,7,0,5.82886488918664,-1.8650324362711415
0.00015604034675801578,0.7319939418114051,0.7322569746435963,7,1,5.82886488918664,-1.8650324362711415
0.00015604034675801578,0.7319939418114051,0.7323793494016585,7,2,5.82886488918664,-1.8650324362711415
0.00015604034675801578,0.7319939418114051,0.7324514561552964,7,3,5.82886488918664,-1.8650324362711415
0.00015604034675801578,0.7319939418114051,0.7324586170210815,7,4,5.82886488918664,-1.8650324362711415
0.00015604034675801578,0.7319939418114051,0.7323995052390858,7,5,5.82886488918664,-1.8650324362711415
0.00015604034675801578,0.7319939418114051,0.7322857104767166,7,6,5.82886488918664,-1.8650324362711415
0.0002502989770428126,0.15599452033620265,0.1560772363722468,0,1,4.307962325296129,6.427076242237432
0.0002502989770428126,0.15599452033620265,0.15615769274723565,0,2,4.307962325296129,6.427076242237432
0.0002502989770428126,0.15599452033620265,0.1563268013504473,0,3,4.307962325296129,6.427076242237432
0.0002502989770428126,0.15599452033620265,0.15645181442127457,0,4,4.307962325296129,6.427076242237432
0.0002502989770428126,0.15599452033620265,0.15650922949245652,0,5,4.307962325296129,6.427076242237432
0.0002502989770428126,0.15599452033620265,0.15648963872853736,0,6,4.307962325296129,6.427076242237432
0.0002502989770428126,0.15599452033620265,0.15639621273807625,0,7,4.307962325296129,6.427076242237432
8.271603604416232e-05,0.15599452033620265,0.15624481931324546,1,0,4.307962325296129,6.427076242237432
8.271603604416232e-05,0.15599452033620265,0.15615769274723565,1,2,4.307962325296129,6.427076242237432
8.271603604416232e-05,0.15599452033620265,0.1563268013504473,1,3,4.307962325296129,6.427076242237432
8.271603604416232e-05,0.15599452033620265,0.15645181442127457,1,4,4.307962325296129,6.427076242237432
8.271603604416232e-05,0.15599452033620265,0.15650922949245652,1,5,4.307962325296129,6.427076242237432
8.271603604416232e-05,0.15599452033620265,0.15648963872853736,1,6,4.307962325296129,6.427076242237432
8.271603604416232e-05,0.15599452033620265,0.15639621273807625,1,7,4.307962325296129,6.427076242237432
0.00016317241103300012,0.15599452033620265,0.15624481931324546,2,0,4.307962325296129,6.427076242237432
0.00016317241103300012,0.15599452033620265,0.1560772363722468,2,1,4.307962325296129,6.427076242237432
0.00016317241103300012,0.15599452033620265,0.1563268013504473,2,3,4.307962325296129,6.427076242237432
0.00016317241103300012,0.15599452033620265,0.15645181442127457,2,4,4.307962325296129,6.427076242237432
0.00016317241103300012,0.15599452033620265,0.15650922949245652,2,5,4.307962325296129,6.427076242237432
0.00016317241103300012,0.15599452033620265,0.15648963872853736,2,6,4.307962325296129,6.427076242237432
0.00016317241103300012,0.15599452033620265,0.15639621273807625,2,7,4.307962325296129,6.427076242237432
0.00033228101424466217,0.15599452033620265,0.15624481931324546,3,0,4.307962325296129,6.427076242237432
0.00033228101424466217,0.15599452033620265,0.1560772363722468,3,1,4.307962325296129,6.427076242237432
0.00033228101424466217,0.15599452033620265,0.15615769274723565,3,2,4.307962325296129,6.427076242237432
0.00033228101424466217,0.15599452033620265,0.15645181442127457,3,4,4.307962325296129,6.427076242237432
0.00033228101424466217,0.15599452033620265,0.15650922949245652,3,5,4.307962325296129,6.427076242237432
0.00033228101424466217,0.15599452033620265,0.15648963872853736,3,6,4.307962325296129,6.427076242237432
0.00033228101424466217,0.15599452033620265,0.15639621273807625,3,7,4.307962325296129,6.427076242237432
0.00045729408507191334,0.15599452033620265,0.15624481931324546,4,0,4.307962325296129,6.427076242237432
0.00045729408507191334,0.15599452033620265,0.1560772363722468,4,1,4.307962325296129,6.427076242237432
0.00045729408507191334,0.15599452033620265,0.15615769274723565,4,2,4.307962325296129,6.427076242237432
0.00045729408507191334,0.15599452033620265,0.1563268013504473,4,3,4.307962325296129,6.427076242237432
0.00045729408507191334,0.15599452033620265,0.15650922949245652,4,5,4.307962325296129,6.427076242237432
0.00045729408507191334,0.15599452033620265,0.15648963872853736,4,6,4.307962325296129,6.427076242237432
0.00045729408507191334,0.15599452033620265,0.15639621273807625,4,7,4.307962325296129,6.427076242237432
0.0005147091562538767,0.15599452033620265,0.15624481931324546,5,0,4.307962325296129,6.427076242237432
0.0005147091562538767,0.15599452033620265,0.1560772363722468,5,1,4.307962325296129,6.427076242237432
0.0005147091562538767,0.15599452033620265,0.15615769274723565,5,2,4.307962325296129,6.427076242237432
0.0005147091562538767,0.15599452033620265,0.1563268013504473,5,3,4.307962325296129,6.427076242237432
0.0005147091562538767,0.15599452033620265,0.15645181442127457,5,4,4.307962325296129,6.427076242237432
0.0005147091562538767,0.15599452033620265,0.15648963872853736,5,6,4.307962325296129,6.427076242237432
0.0005147091562538767,0.15599452033620265,0.15639621273807625,5,7,4.307962325296129,6.427076242237432
0.0004951183923347166,0.15599452033620265,0.15624481931324546,6,0,4.307962325296129,6.427076242237432
0.0004951183923347166,0.15599452033620265,0.1560772363722468,6,1,4.307962325296129,6.427076242237432
0.0004951183923347166,0.15599452033620265,0.15615769274723565,6,2,4.307962325296129,6.427076242237432
0.0004951183923347166,0.15599452033620265,0.1563268013504473,6,3,4.307962325296129,6.427076242237432
0.0004951183923347166,0.15599452033620265,0.15645181442127457,6,4,4.307962325296129,6.427076242237432
0.0004951183923347166,0.15599452033620265,0.15650922949245652,6,5,4.307962325296129,6.427076242237432
0.0004951183923347166,0.15599452033620265,0.15639621273807625,6,7,4.307962325296129,6.427076242237432
0.00040169240187359206,0.15599452033620265,0.15624481931324546,7,0,4.307962325296129,6.427076242237432
0.00040169240187359206,0.15599452033620265,0.1560772363722468,7,1,4.307962325296129,6.427076242237432
0.00040169240187359206,0.15599452033620265,0.15615769274723565,7,2,4.307962325296129,6.427076242237432
0.00040169240187359206,0.15599452033620265,0.1563268013504473,7,3,4.307962325296129,6.427076242237432
0.00040169240187359206,0.15599452033620265,0.15645181442127457,7,4,4.307962325296129,6.427076242237432
0.00040169240187359206,0.15599452033620265,0.15650922949245652,7,5,4.307962325296129,6.427076242237432
0.00040169240187359206,0.15599452033620265,0.15648963872853736,7,6,4.307962325296129,6.427076242237432
0.000250230186475714,0.6011150117432088,0.6014186660339764,0,1,1.607113391806687,-1.795981002877133
0.000250230186475714,0.6011150117432088,0.6014620950133056,0,2,1.607113391806687,-1.795981002877133
0.000250230186475714,0.6011150117432088,0.6014767338979431,0,3,1.607113391806687,-1.795981002877133
0.000250230186475714,0.6011150117432088,0.6014574385236588,0,4,1.607113391806687,-1.795981002877133
0.000250230186475714,0.6011150117432088,0.601411095038738,0,5,1.607113391806687,-1.795981002877133
0.000250230186475714,0.6011150117432088,0.6013587420240768,0,6,1.607113391806687,-1.795981002877133
0.000250230186475714,0.6011150117432088,0.6013364351587894,0,7,1.607113391806687,-1.795981002877133
0.00030365429076758497,0.6011150117432088,0.6013652419296845,1,0,1.607113391806687,-1.795981002877133
0.00030365429076758497,0.6011150117432088,0.6014620950133056,1,2,1.607113391806687,-1.795981002877133
0.00030365429076758497,0.6011150117432088,0.6014767338979431,1,3,1.607113391806687,-1.795981002877133
0.00030365429076758497,0.6011150117432088,0.6014574385236588,1,4,1.607113391806687,-1.795981002877133
0.00030365429076758497,0.6011150117432088,0.601411095038738,1,5,1.607113391806687,-1.795981002877133
0.00030365429076758497,0.6011150117432088,0.6013587420240768,1,6,1.607113391806687,-1.795981002877133
0.00030365429076758497,0.6011150117432088,0.6013364351587894,1,7,1.607113391806687,-1.795981002877133
0.0003470832700967708,0.6011150117432088,0.6013652419296845,2,0,1.607113391806687,-1.795981002877133
0.0003470832700967708,0.6011150117432088,0.6014186660339764,2,1,1.607113391806687,-1.795981002877133
0.0003470832700967708,0.6011150117432088,0.6014767338979431,2,3,1.607113391806687,-1.795981002877133
0.0003470832700967708,0.6011150117432088,0.6014574385236588,2,4,1.607113391806687,-1.795981002877133
0.0003470832700967708,0.6011150117432088,0.601411095038738,2,5,1.607113391806687,-1.795981002877133
0.0003470832700967708,0.6011150117432088,0.6013587420240768,2,6,1.607113391806687,-1.795981002877133
0.0003470832700967708,0.6011150117432088,0.6013364351587894,2,7,1.607113391806687,-1.795981002877133
0.00036172215473432554,0.6011150117432088,0.6013652419296845,3,0,1.607113391806687,-1.795981002877133
0.00036172215473432554,0.6011150117432088,0.6014186660339764,3,1,1.607113391806687,-1.795981002877133
0.00036172215473432554,0.6011150117432088,0.6014620950133056,3,2,1.607113391806687,-1.795981002877133
0.00036172215473432554,0.6011150117432088,0.6014574385236588,3,4,1.607113391806687,-1.795981002877133
0.00036172215473432554,0.6011150117432088,0.601411095038738,3,5,1.607113391806687,-1.795981002877133
0.00036172215473432554,0.6011150117432088,0.6013587420240768,3,6,1.607113391806687,-1.795981002877133
0.00036172215473432554,0.6011150117432088,0.6013364351587894,3,7,1.607113391806687,-1.795981002877133
0.0003424267804500126,0.6011150117432088,0.6013652419296845,4,0,1.607113391806687,-1.795981002877133
0.0003424267804500126,0.6011150117432088,0.6014186660339764,4,1,1.607113391806687,-1.795981002877133
